,Unnamed: 0.1,Unnamed: 0,title,artist,rank,date,lyrics_x,lyrics_y,final_lyrics,lyrics-scraped
6330,6330,21916,I Wish It Would Rain,Gladys Knight And The Pips,84,1968-08-24,,,,"Ooh-ooh-ooh, hah
Sunshine, blue skies
Please go away
My love has found another
And gone away

With him went my future
My life is filled with gloom
So day after day
I stay locked up in my room

I know to you
It might sound strange
But I wish it would rain
(How I wish that it would rain)
Let it rain, rain, rain, rain

So badly, so badly
I want to go outside
(Such a lovely day)
But I can't stop these tears
From fallin' from my eyes

Listen, I gotta cry
'Cause cryin' eases the pain
Oh, yes it does
(Oh, yes it does)
(Oh, yes it does)
People, this hurt I feel inside
Words could never explain
I wish it would rain
(Oh, how I wish that it would rain)
Let it rain, rain, rain, rain
(Oh, how I wish that it would rain)
Oh, let it rain, rain
Let it do a little rain

Oh, day in, day out
My tear stained face
Pressed against the window pane
My eyes search the skies
Desperately for rain
'Cause raindrops will hide my teardrops
And no one will ever know
That I'm cryin', cryin', cryin'
When I go outside

To the world outside
My tears, I refuse to explain
I wish it would rain
(Oh how I wish that it would rain)
Let it rain, let it rain, let it rain
Ohh
I'm a girl and I got my pride
Till it rains, I'm gonna stay inside
Let it rain, let it rain
I wanna say it one more time

I'm a girl and I got my pride
'Til it rains, I'm gonna stay inside
Let it rain, let it rain
I want to see it one more time
Let it pour and I got the power
To let it rain, not gonna stay inside
Let it rain, let it rain
Ohh-ohh-ohh, let it rain, let it rain"
6336,6336,21906,The Woman I Love,B.B. King,94,1968-08-24,,,,"Well, it feels alright, 'n' ev'rything is really ok
Well, it feels alright, 'n' ev'rything is really ok
Well, and the love of my baby, whoo, make me feel this way

Well, she got great big legs, whoo, and the cutest little feet
Yeah, she got great big legs, man, and the cutest little feet
Hey, she upsets ev'rybody, ev'ry man she meet
Alright!

Look out, well, help me, somebody
I love ya baby, oh, sweet like heaven up above
Well, I pray to the Lord, you're the only one I love"
6338,6338,21902,Bring Back Those Rockabye Baby Days,Tiny Tim,97,1968-08-24,,,,
6340,6340,21911,Girl Watcher,The O'Kaysions,71,1968-08-24,,,,"I'm a girl watcher
I'm a girl watcher
Watchin' girls go by
My, my, my

I'm a girl watcher
I'm a girl watcher
Here comes one now
Mmmm, mmm, mmm

I was just a boy
When I threw away my toys
I found a new pastime
To dwell on

Whenever I detects
Members of the other sex
I play the game I do so well, oh

I'm a girl watcher
I'm a girl watcher
Watchin' girls go by
My, my, my

I'm a girl watcher
I'm a girl watcher
Here comes one now
Hello there, female
My, my, but you do look swell
Could you please walk
A little slower

I wonder if you know
That you're putting on a show
Could you please walk
A little closer

I'm a girl watcher
I'm a girl watcher
Watchin' girls go by
My, my, my

I'm a girl watcher
I'm a girl watcher
Here comes one now
Mmm, mmm, mmm"
6346,6346,22067,Since You've Been Gone,Ramsey Lewis,98,1968-09-07,,,,
6353,6353,22090,Fool For You,The Impressions,99,1968-09-07,,,,"[Verse 1]
Never liked nobody
That's been mean to me
I've got a heart full of stone
And I hate the misery
Then you came along
Into my life
Destroying me more
Mounting up the toil and strife

[Chorus]
But I'm a fool for you
I'm a fool for ya
I'm a fool for you
I'm a fool for ya
Guess I'll always be
And I claim it famously
'Cause I'm a fool for ya

[Verse 2]
It's a doggone shame
Knowin' you don't love me
You go on and use me
So continuously
I don't know why
I love you like I do
When you're breaking my heart
And you know it's true
[Chorus]
But I'm a fool for you
I'm a fool for ya
I'm a fool for you
I'm a fool for ya
Doggin' me every day
But child, I'm here to stay
'Cause I'm a fool for ya

[Outro]
You don't want me to stay
But I'm a fool for you
Do me wrong now every day
Child, I'm a fool for ya
Ah-ha-ha-hoo
I'm a fool for you
Ah-ha-ha-ha-ha-hoo
Child, I'm a fool for you
Hoo hoo hoo hoo
I'm a fool for you
Ah-ha-ha-ha-ha-hoo"
6355,6355,22019,That Kind Of Woman,Merrilee Rush & The Turnabouts,80,1968-09-07,,,,
6356,6356,22017,The Mule,The James Boys,82,1968-09-07,,,,
6357,6357,22013,Do What You Gotta Do,Bobby Vee,85,1968-09-07,,,,
6358,6358,22009,(The Lament Of The Cherokee) Indian Reservation,Don Fardon,61,1968-09-07,,,,
6360,6360,22023,To Wait For Love,Herb Alpert,56,1968-09-07,,,,
6363,6363,22046,Shape Of Things To Come,Max Frost And The Troopers,90,1968-09-07,,,,"[Verse 1]
There's a new sun risin' up angry in the sky
And there's a new voice cryin', ""We're not afraid to die""

Let the old world make believe, it's blind and deaf and dumb

But nothing can change the shape of things to come

[Verse 2]
There are changes lyin' ahead in every road

And there are new thoughts ready and waitin' to explode

When tomorrow is today the bells may toll for some

But nothing can change the shape of things to come

[Bridge]
The future's comin' in now sweet and strong
Ain't no one's gonna hold it back for long


[Verse 3]
There are new dreams crowdin' out old realities

There's revolution sweepin' in like a fresh new breeze

Let the old world make believe, it's blind and deaf and dumb
But nothing can change the shape of things
Nothing can change the shape of things
Nothing can change the shape of things
Nothing can change the shape of things to come"
6364,6364,22044,Suzie Q. (Part One),Creedence Clearwater Revival,92,1968-09-07,,,,
6365,6365,22040,Help Yourself (To All Of My Lovin'),James & Bobby Purify,96,1968-09-07,,,,
6367,6367,22041,If Love Is In Your Heart,Friend And Lover,86,1968-09-07,,,,
6368,6368,22028,Down On Me,Big Brother And The Holding Company,69,1968-09-07,,,,"Down on me, down on me
Looks like everybody in this whole round world
They're down on me

Love in this world is so hard to find
When you've got yours and I got mine
That's why it looks like everybody in this whole round world
They're down on me

Saying they're down on me, down on me
Looks like everybody in this whole round world
Down on me

When you see a hand that's held out toward you
Give it some love, some day it may be you
That's why it looks like everybody in this whole round world
They're down on me, yeah

Lord, they're down on me, down on me, oh!
Looks like everybody in this whole round world
Is down on me

Believe in your brother, have faith in man
Help each other, honey, if you can
Because it looks like everybody in this whole round world
Is down on me
I'm saying down on me, oh, down on me, oh!
It looks like everybody in this whole round world
Down on me!!"
6383,6383,22102,The Choice,The O'Jays,96,1968-09-21,,,,
6384,6384,22101,Battle Of New Orleans,Harpers Bizarre,95,1968-09-21,,,,"[Verse 1]
In 1814 we took a little trip
Along with Colonel Jackson down the mighty Mississip'
We took a little bacon, and we took a little beans
And caught the bloody British near the town of New Orleans

[Chorus]
We fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
Fired once more, and they began to runnin'
Down the Mississippi to the Gulf of Mexico

[Verse 2]
We looked down the river, and we seed the British come
There must have been a hundred of 'em beatin' on the drum
Stepped so high and they made the bugles ring
We stood beside our cotton bale and didn't say a thing

[Chorus]
We fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
Fired once more, and they began to runnin'
Down the Mississippi to the Gulf of Mexico

[Verse 3]
Old Hickory said we could take 'em by surprise
If we didn't fire our musket 'til we looked 'em in the eyes
We held our fire 'til we seed their faces well
And opened up our squirrel guns and really gave 'em
Well, we
[Chorus]
Fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they began to runnin'
Down the Mississippi to the Gulf of Mexico

[Post Chorus]
Well, they ran through the briers, and they ran through the brambles
And they ran through the bushes where a rabbit couldn't go
They ran so fast that the hounds couldn't catch 'em
Down the Mississippi to the Gulf of Mexico

[Verse 4]
We fired our cannon 'til the barrel melted down
So, we grabbed an alligator, and we fought another round
We filled his head with cannonballs and powdered his behind
And when we touched the powder off, it blew the gator's mind

[Chorus]
We fired our guns and the British kept a-comin'
There wasn't nigh as many as there was a while ago
We fired once more and they began to runnin'
Down the Mississippi to the Gulf of Mexico

[Post Chorus]
Well, they ran through the briers, and they ran through the brambles
And they ran through the bushes where a rabbit couldn't go
They ran so fast that the hounds couldn't catch 'em
Down the Mississippi to the Gulf of Mexico"
6385,6385,22113,Over You,Gary Puckett And The Union Gap,54,1968-09-21,,,,
6404,6404,22216,Alfie,Eivets Rednow,85,1968-10-05,,,,
6405,6405,22214,You Got The Love,Professor Morrison's Lollipop,88,1968-10-05,,,,
6406,6406,22213,Quick Joey Small (Run Joey Run),Kasenetz-Katz Singing Orchestral Circus,89,1968-10-05,,,,"[Verse 1]
Quick Joey Small went over the wall
With a ball and a chain behind him
Quick Joey Small went over the wall
Sent the dogs right out to find him

[Verse 2]
In a striped prison suit
With no room to move
He headed for the highway
With his chain still draggin'
He thumbed down a wagon
Said, ""Man, are you going my way?""
And they say, now

[Chorus]
Run, Joey, Joey, run, run
The hounds are on your trail
(Jump up, jump back)
Run, Joey, Joey, run, run
They're gonna send you back to jail

[Verse 3]
Sheriff got a shotgun (He do)
He'll fill you full of lead, son (It's true)
He also got a blackjack (He's mad)
He'll bust your head with one wack
Here I go, now
[Chorus]
Run, Joey, Joey, run, run
The hounds are on your trail

[Verse 4]
Sweet Mary Jane was a-goin' insane
When she heard of Joey's jailbreak
But she knew all the while
'Cause she sent him a file
Baked inside a fudge cake
And they say, now

[Chorus]
Run, Joey, Joey, run, run
The hounds are on your trail
(Jump up, jump back)
Run, Joey, Joey, run, run
They're gonna send you back to jail

[Verse 5]
Oh, Sheriff Jack Banes was a-light on brains
But he knew one thing for sure
He took some toughs and a pair of handcuffs
And headed straight for Mary Jane's door
And they say, now
[Chorus]
Run, Joey, Joey, run, run
The hounds are on your trail
(Run, run, Jo, Jo)
Run, Joey, Joey, run, run
They're gonna send you back to jail
(Oh, yeah, Joey)

[Outro]
Run, Joey, Joey, run, run
The hounds are on your trail
(Jump up, jump back, man)
Run, Joey, Joey, run, run (Come on)..."
6407,6407,22206,Nitty Gritty,Ricardo Ray,97,1968-10-05,,,,
6409,6409,22249,Up-Hard,Willie Mitchell,93,1968-10-05,,,,
6411,6411,22241,Do The Choo Choo,Archie Bell & The Drells,59,1968-10-05,,,,"Here we go again, y'all
Hi, everybody, this is
Archie Bell of The Drells again
And we got another dance
The kids in Houston are doing it
And it's called the Choo Choo
So I want everybody
To get on board now
Come on now, ha ha
Do that Choo Choo now
Oh, yeah, come on now
Do the Choo Choo
Do the Choo Choo
(Do the Choo Choo, baby)
Do the Choo Choo
Yeah, yeah, yeah
Get on board, baby
(Choo Choo, baby)
Hey, little girl
I wanna dance with you
But I don't wanna do the horse
Take my hand and I'll show you how
To do the dance that's really boss
Do the Choo Choo
Do the Choo Choo
Do the Choo Choo
Yeah, yeah, yeah
Choo choo now, baby
(Choo Choo, baby)
First you get in a big boss line
And hook up like a train on a track
When you hear me holler
Get on board, there won't
Be no turning back
Do the Choo Choo
(Do the Choo Choo, baby)
Do the Choo Choo
Do the Choo Choo
Yeah, yeah, yeah
Choo choo now, oh, yeah
(Choo Choo, baby)
Come on with that bass now
Oh, yeah, ha ha
All right, now let them drums
Fall in there, come on
You pull on in there now
Oh, yeah, we're gonna
Pull in the station now
Come on now, everybody
Get on board now, everybody
Choo Choo, baby
Choo Choo, baby
All right now, second stop
Is Philadelphia, alright now
Everybody get on board
Oh, yeah
Choo Choo, baby
Choo Choo, baby
The next stop will be
New York City now
Come on now, get on
Choo Choo, baby
Going on home now
Choo Choo, baby
Next stop is Houston, Texas
I want everybody to get on board"
6412,6412,22235,Puffin' On Down The Track,Hugh Masekela,74,1968-10-05,,,,
6424,6424,22387,Hi-Heel Sneakers,Jose Feliciano,49,1968-10-19,,,,"Put on your red dress, baby
Ya know we're goin' out tonight
Put on your red dress, baby
Lord, we're goin' out tonight
And-a bring along some boxin' gloves
In case some fool might wanna fight

Put on your high-heel sneakers, lordy
Wear your wig-hat on your head
Put on your high-heel sneakers, child
Wear your wig-hat on your head
Ya know you're looking mighty fine, baby
I'm pretty sure you're gonna knock 'em dead

Put on your red dress, baby
Lord, we're goin' out tonight
Put on your red dress, baby
Well, we're goin' out tonight
And bring along some boxin' gloves
'case some fool might wanna fight

Put on your high-heel sneakers, child
Wear your wig-hat on your head now
Put on your high-heel sneakers, baby
Wear your wig-hat on your head
Ya know you're looking mighty good, really
I'm pretty sure you're gonna knock 'em dead
And do not necessarily correspond with lyrics from other recordings, sheet
Music, songbooks or lyrics printed on album jackets"
